Datetime,Open,High,Low,Close,Adj Close,Volume,sma20
2021-12-28 09:30:00-05:00,116.26000213623047,116.33999633789062,115.9000015258789,116.09089660644531,116.09089660644531,614821,
2021-12-28 09:31:00-05:00,116.0999984741211,116.2300033569336,115.43000030517578,115.55770111083984,115.55770111083984,125761,
2021-12-28 09:32:00-05:00,115.55000305175781,115.66000366210938,114.69999694824219,114.70999908447266,114.70999908447266,243446,
2021-12-28 09:33:00-05:00,114.80989837646484,115.55999755859375,114.69999694824219,115.37000274658203,115.37000274658203,85970,
2021-12-28 09:34:00-05:00,115.35169982910156,115.98999786376953,115.30000305175781,115.91000366210938,115.91000366210938,85478,
2021-12-28 09:35:00-05:00,115.95999908447266,116.0,115.5999984741211,115.69499969482422,115.69499969482422,111482,
2021-12-28 09:36:00-05:00,115.68499755859375,115.8499984741211,115.16999816894531,115.26000213623047,115.26000213623047,80534,
2021-12-28 09:37:00-05:00,115.1500015258789,115.61000061035156,115.05999755859375,115.43000030517578,115.43000030517578,53744,
2021-12-28 09:38:00-05:00,115.43000030517578,115.55000305175781,115.0,115.0,115.0,93376,
2021-12-28 09:39:00-05:00,115.02999877929688,115.58380126953125,115.0,115.4800033569336,115.4800033569336,77409,115.45036087036132
2021-12-28 09:40:00-05:00,115.4800033569336,116.13999938964844,115.44999694824219,116.05000305175781,116.05000305175781,129644,115.44627151489257
2021-12-28 09:41:00-05:00,116.05000305175781,116.33000183105469,115.88999938964844,115.94999694824219,115.94999694824219,109996,115.48550109863281
2021-12-28 09:42:00-05:00,115.94120025634766,116.4000015258789,115.87999725341797,116.01000213623047,116.01000213623047,90610,115.6155014038086
2021-12-28 09:43:00-05:00,116.01010131835938,116.41999816894531,115.95999908447266,116.12000274658203,116.12000274658203,83696,115.6905014038086
2021-12-28 09:44:00-05:00,116.13500213623047,116.31999969482422,115.8550033569336,115.8550033569336,115.8550033569336,54857,115.68500137329102
2021-12-28 09:45:00-05:00,115.83000183105469,115.87999725341797,115.3301010131836,115.39830017089844,115.39830017089844,88162,115.65533142089843
2021-12-28 09:46:00-05:00,115.39219665527344,115.62000274658203,115.20999908447266,115.44010162353516,115.44010162353516,65749,115.6733413696289
2021-12-28 09:47:00-05:00,115.51000213623047,115.69999694824219,115.29000091552734,115.38999938964844,115.38999938964844,49658,115.66934127807617
2021-12-28 09:48:00-05:00,115.36000061035156,115.57990264892578,115.26000213623047,115.28009796142578,115.28009796142578,64677,115.69735107421874
2021-12-28 09:49:00-05:00,115.30999755859375,115.49500274658203,115.11000061035156,115.29000091552734,115.29000091552734,61888,115.67835083007813
2021-12-28 09:50:00-05:00,115.30000305175781,115.33999633789062,115.0199966430664,115.05000305175781,115.05000305175781,79127,115.57835083007812
2021-12-28 09:51:00-05:00,115.05999755859375,115.16999816894531,114.79000091552734,114.90070343017578,114.90070343017578,128270,115.47342147827149
