,Time,Open,High,Close,Low,Volume
0, 09:30,627.5,627.5,627.5,627.5,46704
1, 09:31,630.694,631.8,629.86,629.86,16181
2, 09:32,630.99,631.76,631.15,630.25,3994
3, 09:33,630.72,631.07,629.69,628.45,15755
4, 09:34,629.69,630.01,629.44,627.78,7966
5, 09:35,629.37,629.663,629.663,627.92,9362
6, 09:36,629.655,629.95,629.4,628.49,6740
7, 09:37,629.3,629.3,628.695,628.44,9932
8, 09:38,628.47,629.69,629.52,628.0,8945
9, 09:39,629.495,630.52,629.894,629.02,25928
10, 09:40,630.26,630.31,628.75,628.33,18168
11, 09:41,628.31,628.9,628.4,628.11,5280
12, 09:42,628.295,629.825,629.825,628.21,4952
13, 09:43,629.54,631.27,630.535,629.29,18876
14, 09:44,630.46,630.685,630.5,630.152,5728
15, 09:45,630.32,630.32,630.13,629.43,9434
16, 09:46,630.12,631.24,630.62,629.86,10472
17, 09:47,630.843,631.85,631.49,630.54,19738
18, 09:48,631.86,632.36,631.79,631.56,8335
19, 09:49,631.63,631.76,630.7,630.7,11909
20, 09:50,630.68,631.42,630.72,630.61,11563
21, 09:51,630.79,631.43,630.82,630.76,3112
22, 09:52,630.76,631.39,631.13,630.69,4055
23, 09:53,631.0,632.91,632.48,630.985,9272
24, 09:54,632.31,634.215,634.03,632.3,9741
25, 09:55,633.99,634.31,633.83,633.49,10033
26, 09:56,633.99,634.05,633.85,633.35,7153
27, 09:57,633.915,634.586,632.97,632.69,13636
28, 09:58,633.01,634.1,634.1,632.98,2407
29, 09:59,634.135,634.679,634.46,633.66,8066
30, 10:00,634.0,634.73,634.46,633.66,5939
31, 10:01,634.61,634.79,634.0,633.79,7051
32, 10:02,633.64,633.825,633.75,632.88,8102
33, 10:03,633.5,633.5,632.67,632.2,4133
34, 10:04,632.63,632.93,632.405,632.14,3548
35, 10:05,632.7,632.93,632.93,632.09,6994
36, 10:06,633.1,633.73,633.52,632.85,5083
37, 10:07,633.53,633.78,633.635,633.37,2475
38, 10:08,633.495,633.695,632.49,632.49,8250
39, 10:09,632.49,633.82,633.82,632.49,2736
40, 10:10,633.98,634.657,634.335,633.98,8739
41, 10:11,634.55,634.86,634.415,634.21,5261
42, 10:12,634.45,634.84,634.573,634.15,3240
43, 10:13,634.72,634.93,634.55,634.5,5064
44, 10:14,634.57,635.49,635.38,634.3,8172
45, 10:15,635.61,635.79,635.79,635.2,3270
46, 10:16,636.0,637.12,636.805,635.95,7279
47, 10:17,636.685,637.75,637.72,636.685,4725
48, 10:18,637.375,638.25,638.2,637.375,3531
49, 10:19,638.19,638.75,638.7,637.79,14667
50, 10:20,638.74,639.5,639.5,638.5,26104
51, 10:21,639.67,639.67,638.92,638.86,10580
52, 10:22,639.015,639.94,639.43,638.78,23181
53, 10:23,639.81,639.895,639.723,639.31,8580
54, 10:24,639.91,639.91,639.323,639.23,23502
55, 10:25,639.276,641.37,641.2,639.22,24857
56, 10:26,641.15,642.64,642.577,640.91,20042
57, 10:27,642.64,643.47,642.78,642.06,30027
