Datetime,Open,High,Low,Close,Adj Close,Volume,sma20
2021-12-28 09:30:00-05:00,326.7200012207031,328.5899963378906,326.7200012207031,328.1600036621094,328.1600036621094,20248,
2021-12-28 09:31:00-05:00,327.856689453125,328.4949951171875,327.760009765625,328.4949951171875,328.4949951171875,1299,
2021-12-28 09:32:00-05:00,328.0299987792969,328.1700134277344,326.7900085449219,326.7900085449219,326.7900085449219,3198,
2021-12-28 09:33:00-05:00,326.4010009765625,327.5899963378906,326.4010009765625,327.5,327.5,2165,
2021-12-28 09:34:00-05:00,327.4200134277344,327.4200134277344,326.92999267578125,326.92999267578125,326.92999267578125,1269,
2021-12-28 09:35:00-05:00,327.2025146484375,327.5400085449219,325.739990234375,325.94000244140625,325.94000244140625,9090,
2021-12-28 09:36:00-05:00,326.0799865722656,326.5,325.989990234375,326.1484069824219,326.1484069824219,7591,
2021-12-28 09:38:00-05:00,326.05999755859375,326.29998779296875,326.04998779296875,326.0799865722656,326.0799865722656,3791,
2021-12-28 09:39:00-05:00,326.19500732421875,326.29998779296875,326.0199890136719,326.0199890136719,326.0199890136719,3662,
2021-12-28 09:40:00-05:00,325.5400085449219,326.0884094238281,325.3399963378906,326.0450134277344,326.0450134277344,2811,326.81083984375
2021-12-28 09:41:00-05:00,325.9179992675781,326.2099914550781,325.6600036621094,325.6600036621094,325.6600036621094,2531,326.56083984375
2021-12-28 09:42:00-05:00,325.7900085449219,326.0849914550781,325.7900085449219,326.0849914550781,326.0849914550781,534,326.31983947753906
2021-12-28 09:43:00-05:00,326.0849914550781,326.0849914550781,325.3900146484375,325.3900146484375,325.3900146484375,3589,326.1798400878906
2021-12-28 09:44:00-05:00,325.2699890136719,326.3800048828125,325.2699890136719,326.2250061035156,326.2250061035156,3990,326.0523406982422
2021-12-28 09:45:00-05:00,326.010009765625,326.5199890136719,325.8999938964844,326.0400085449219,326.0400085449219,4318,325.9633422851563
2021-12-28 09:46:00-05:00,326.29998779296875,326.43499755859375,326.2449951171875,326.2449951171875,326.2449951171875,2131,325.99384155273435
2021-12-28 09:47:00-05:00,326.2300109863281,326.2850036621094,325.9750061035156,325.9750061035156,325.9750061035156,2220,325.97650146484375
2021-12-28 09:48:00-05:00,326.114990234375,326.2449951171875,325.9599914550781,326.239990234375,326.239990234375,1953,325.9925018310547
2021-12-28 09:49:00-05:00,326.010009765625,326.8999938964844,326.010009765625,326.8999938964844,326.8999938964844,2165,326.08050231933595
2021-12-28 09:50:00-05:00,326.8900146484375,327.1700134277344,326.635009765625,326.635009765625,326.635009765625,1852,326.139501953125
2021-12-28 09:51:00-05:00,326.6099853515625,326.7200012207031,326.5899963378906,326.7200012207031,326.7200012207031,1893,326.24550170898436
2021-12-28 09:52:00-05:00,326.8599853515625,326.8599853515625,326.5350036621094,326.8299865722656,326.8299865722656,4616,326.32000122070315
2021-12-28 09:53:00-05:00,326.67999267578125,326.7300109863281,326.6300048828125,326.6300048828125,326.6300048828125,1448,326.4440002441406
2021-12-28 09:54:00-05:00,326.5899963378906,326.760009765625,326.5409851074219,326.7149963378906,326.7149963378906,1894,326.4929992675781
2021-12-28 09:55:00-05:00,326.5899963378906,326.6700134277344,326.29998779296875,326.29998779296875,326.29998779296875,4252,326.5189971923828
2021-12-28 09:56:00-05:00,326.25,326.3500061035156,326.18499755859375,326.3500061035156,326.3500061035156,1912,326.5294982910156
2021-12-28 09:57:00-05:00,326.3900146484375,326.5,326.3900146484375,326.5,326.5,589,326.5819976806641
2021-12-28 09:58:00-05:00,326.3999938964844,326.4700012207031,326.2900085449219,326.4700012207031,326.4700012207031,1362,326.60499877929686
2021-12-28 09:59:00-05:00,326.4111022949219,326.4111022949219,326.29998779296875,326.29998779296875,326.29998779296875,875,326.5449981689453
2021-12-28 10:00:00-05:00,326.260009765625,326.4200134277344,326.17999267578125,326.4200134277344,326.4200134277344,2648,326.52349853515625
