Time,Open,High,Close,Low,Volume
 09:30,542.13,543.05,543.0,541.044,68685
 09:31,545.942,546.42,545.52,545.28,17432
 09:32,545.44,545.703,545.23,544.292,8361
 09:33,544.635,545.26,543.35,543.26,8438
 09:34,543.37,546.94,546.86,542.74,16923
 09:35,546.48,546.807,544.18,544.18,8901
 09:36,544.27,545.88,545.72,544.27,13664
 09:37,545.385,545.99,545.99,545.0,3890
 09:38,545.97,547.61,547.205,545.97,9853
 09:39,546.81,547.28,546.39,546.39,8969
 09:40,546.245,546.245,545.24,544.05,9279
 09:41,545.93,545.93,545.7,545.01,5146
 09:42,545.505,547.279,547.135,544.66,8176
 09:43,546.64,546.91,546.18,546.047,9605
 09:44,546.545,546.545,546.1,546.0,4592
 09:45,546.328,546.328,545.855,545.0,9054
 09:46,546.47,546.73,546.41,546.015,4839
 09:47,545.96,547.609,547.54,545.89,11642
 09:48,547.61,547.61,546.25,546.25,5315
 09:49,546.62,546.9,545.735,545.51,3775
 09:50,545.57,545.62,545.5,545.29,3255
 09:51,545.68,546.24,545.385,545.385,4605
 09:52,545.13,545.37,544.905,544.49,7866
 09:53,544.93,545.85,544.91,544.78,11153
 09:54,545.02,545.515,545.515,544.692,5006
 09:55,545.265,545.96,545.4,545.26,6747
 09:56,545.66,545.93,545.33,545.06,4507
 09:57,545.39,545.53,545.0,544.405,6579
 09:58,545.37,545.545,545.545,545.19,3640
 09:59,545.17,545.66,544.6,544.5,9081
 10:00,544.27,544.27,544.145,543.36,7883
 10:01,544.162,544.209,543.34,543.0,7534
 10:02,542.96,543.83,543.83,542.81,4174
 10:03,543.09,543.345,542.365,542.086,5747
 10:04,542.28,542.72,542.668,541.94,6720
 10:05,542.41,542.41,541.46,541.3,8438
 10:06,541.425,542.052,541.5,541.425,5975
 10:07,541.74,541.77,540.823,540.71,9983
 10:08,540.605,540.81,539.51,539.51,13954
 10:09,539.47,540.23,539.47,539.32,9728
 10:10,539.349,539.5,538.85,538.84,7568
 10:11,538.73,539.07,538.66,538.66,8245
 10:12,538.5,538.87,538.585,538.03,16271
 10:13,538.585,538.97,538.385,538.18,9152
 10:14,538.32,539.01,538.73,538.08,20109
 10:15,538.81,539.05,538.77,538.66,3857
 10:16,538.886,539.741,539.035,538.626,10765
 10:17,538.85,539.55,539.355,538.85,4686
 10:18,539.66,540.15,540.071,539.615,2482
 10:19,539.94,539.94,539.278,539.22,4916
 10:20,539.26,539.445,538.904,538.746,7707
 10:21,539.18,539.23,539.18,538.855,8944
