,Time,Open,High,Close,Low,Volume
0, 09:30,167.4,167.4,167.4,166.75,111967
1, 09:31,167.79,167.86,167.71,167.46,23851
2, 09:32,167.63,168.0,167.98,167.44,19584
3, 09:33,167.97,168.3,168.3,167.87,15097
4, 09:34,168.27,168.58,168.5,168.27,18102
5, 09:35,168.41,168.46,168.015,167.97,15267
6, 09:36,167.98,168.085,167.975,167.84,37378
7, 09:37,168.02,168.37,168.31,168.0,21420
8, 09:38,168.335,168.5,168.245,168.23,8020
9, 09:39,168.23,168.44,168.39,168.085,41431
10, 09:40,168.405,168.47,168.46,168.16,17697
11, 09:41,168.51,168.54,168.318,168.17,53834
12, 09:42,168.37,168.39,168.298,168.2,13742
13, 09:43,168.3,168.57,168.53,168.3,22975
14, 09:44,168.535,168.76,168.71,168.47,19219
15, 09:45,168.66,168.79,168.67,168.57,12286
16, 09:46,168.65,168.96,168.95,168.59,16918
17, 09:47,168.926,169.09,168.97,168.9,20539
18, 09:48,168.955,168.955,168.75,168.655,9287
19, 09:49,168.8,168.91,168.78,168.74,12513
20, 09:50,168.73,168.755,168.57,168.52,10268
21, 09:51,168.56,168.79,168.67,168.56,15017
22, 09:52,168.655,168.655,168.45,168.42,6548
23, 09:53,168.4,168.4,168.23,168.11,9505
24, 09:54,168.32,168.33,168.24,168.12,9983
25, 09:55,168.3,168.34,168.2,168.2,12516
26, 09:56,168.21,168.46,168.43,168.21,7662
27, 09:57,168.42,168.49,168.4,168.33,25935
28, 09:58,168.4,168.45,168.29,168.29,5699
29, 09:59,168.35,168.36,168.27,168.25,8415
30, 10:00,168.3,168.41,168.33,168.2,14089
31, 10:01,168.34,168.41,168.26,168.25,8057
32, 10:02,168.31,168.42,168.35,168.22,9877
33, 10:03,168.38,168.59,168.51,168.38,10890
34, 10:04,168.49,168.49,168.43,168.37,4086
35, 10:05,168.45,168.49,168.35,168.29,9877
36, 10:06,168.35,168.44,168.43,168.28,9286
37, 10:07,168.38,168.438,168.33,168.27,7681
38, 10:08,168.31,168.4,168.2,168.2,7702
39, 10:09,168.13,168.29,168.29,168.13,11246
40, 10:10,168.25,168.42,168.36,168.23,8258
41, 10:11,168.37,168.48,168.375,168.32,6335
42, 10:12,168.36,168.48,168.4,168.36,10143
43, 10:13,168.4,168.46,168.31,168.31,8750
44, 10:14,168.315,168.34,168.21,168.2,8180
45, 10:15,168.19,168.285,168.284,168.11,13728
46, 10:16,168.29,168.37,168.23,168.22,16878
47, 10:17,168.22,168.29,168.26,168.18,8684
48, 10:18,168.27,168.32,168.2,168.2,6942
49, 10:19,168.18,168.25,168.22,168.16,9755
50, 10:20,168.17,168.24,168.16,168.15,12735
51, 10:21,168.13,168.18,168.055,168.05,5736
52, 10:22,168.08,168.13,168.0,167.94,8180
53, 10:23,167.91,168.015,168.015,167.91,10766
54, 10:24,168.06,168.12,168.03,168.02,9636
55, 10:25,168.05,168.11,167.93,167.93,9497
56, 10:26,167.96,168.005,167.79,167.79,5663
57, 10:27,167.79,167.83,167.83,167.765,5885
58, 10:28,167.8,167.84,167.82,167.8,4344
59, 10:29,167.825,167.9,167.9,167.74,6711
60, 10:30,167.925,167.99,167.955,167.925,13523
61, 10:31,167.97,168.1,167.91,167.91,6007
62, 10:32,167.89,167.89,167.79,167.78,5414
63, 10:33,167.76,167.92,167.86,167.76,11891
64, 10:34,167.89,168.05,168.05,167.89,5936
65, 10:35,168.01,168.14,168.12,168.01,7084
66, 10:36,168.13,168.2,168.06,168.06,5413
67, 10:37,168.055,168.12,168.07,168.014,7788
68, 10:38,168.09,168.286,168.286,168.08,9935
69, 10:39,168.29,168.31,168.17,168.17,8964
70, 10:40,168.14,168.14,168.0,168.0,9614
71, 10:41,168.01,168.05,167.94,167.94,4388
72, 10:42,167.96,168.129,168.129,167.955,6267
73, 10:43,168.09,168.13,168.02,168.02,9947
74, 10:44,168.04,168.2,168.2,168.04,5823
75, 10:45,168.2,168.28,168.28,168.18,9057
76, 10:46,168.29,168.29,168.01,168.01,7871
77, 10:47,168.0,168.0,167.99,167.912,5333
78, 10:48,167.98,168.115,168.102,167.95,6989
79, 10:49,168.13,168.17,168.16,168.11,6918
80, 10:50,168.155,168.18,168.14,168.14,5059
81, 10:51,168.14,168.16,168.02,167.99,7918
82, 10:52,168.025,168.13,168.13,168.0,4405
83, 10:53,168.14,168.145,168.13,168.08,5679
84, 10:54,168.13,168.14,168.07,168.04,5046
85, 10:55,168.1,168.14,168.09,168.09,3628
86, 10:56,168.09,168.09,168.03,167.99,16380
87, 10:57,168.035,168.07,167.97,167.97,5440
88, 10:58,167.92,168.09,168.08,167.91,5454
89, 10:59,168.06,168.06,167.91,167.89,6196
90, 11:00,167.845,167.845,167.76,167.75,5194
91, 11:01,167.8,167.94,167.9,167.8,5719
92, 11:02,167.9,168.025,167.99,167.9,7726
93, 11:03,167.99,168.1,168.08,167.97,5161
94, 11:04,168.11,168.165,168.145,168.09,6168
95, 11:05,168.135,168.29,168.26,168.11,6307
96, 11:06,168.27,168.31,168.31,168.25,6967
97, 11:07,168.35,168.4,168.39,168.302,5517
98, 11:08,168.34,168.39,168.32,168.29,7380
99, 11:09,168.31,168.315,168.31,168.25,3662
100, 11:10,168.27,168.3,168.26,168.22,4892
101, 11:11,168.28,168.33,168.33,168.24,4187
102, 11:12,168.365,168.39,168.3,168.24,13597
103, 11:13,168.32,168.4,168.315,168.31,3098
104, 11:14,168.32,168.345,168.25,168.25,6539
105, 11:15,168.25,168.47,168.47,168.25,7525
106, 11:16,168.475,168.585,168.5,168.475,4199
107, 11:17,168.48,168.57,168.54,168.47,4096
108, 11:18,168.54,168.61,168.55,168.54,18091
109, 11:19,168.57,168.64,168.63,168.53,3528
110, 11:20,168.62,168.63,168.56,168.54,7539
111, 11:21,168.56,168.69,168.66,168.56,4072
112, 11:22,168.69,168.72,168.66,168.63,10037
113, 11:23,168.65,168.71,168.65,168.65,8090
114, 11:24,168.62,168.695,168.67,168.61,2955
115, 11:25,168.68,168.68,168.52,168.47,6924
116, 11:26,168.54,168.57,168.48,168.48,6240
117, 11:27,168.445,168.48,168.47,168.405,3033
118, 11:28,168.48,168.505,168.49,168.45,6178
119, 11:29,168.5,168.51,168.485,168.47,6352
120, 11:30,168.488,168.51,168.46,168.45,8398
121, 11:31,168.44,168.44,168.35,168.35,4621
122, 11:32,168.38,168.45,168.355,168.34,17304
123, 11:33,168.32,168.32,168.166,168.166,5005
124, 11:34,168.2,168.24,168.19,168.18,3078
125, 11:35,168.19,168.21,168.06,168.06,4621
126, 11:36,168.09,168.2,168.2,168.09,4606
127, 11:37,168.16,168.19,168.18,168.14,5902
128, 11:38,168.2,168.27,168.258,168.2,3878
129, 11:39,168.24,168.26,168.2,168.2,3624
130, 11:40,168.19,168.205,168.17,168.17,4483
