Time,Open,High,Close,Low,Volume
 09:30,438290.156,439949.469,438627.75,437306.031,444
 09:31,438252.75,439754.469,439724.469,438252.75,7
 09:32,438090.25,439889.469,438395.25,437786.031,8
 09:33,438342.75,439529.469,438100.0,437655.938,13
 09:34,438062.969,438700.0,438637.0,437500.0,11
 09:35,438418.375,438605.0,438422.0,438279.5,5
 09:36,438300.0,438999.969,438688.0,438211.031,9
 09:37,438688.0,439000.0,438650.0,438391.0,5
 09:38,438999.031,439532.0,438798.531,438798.531,11
 09:39,439241.094,439241.094,437732.0,437625.469,5
 09:40,438385.0,438385.0,438158.125,437668.031,8
 09:41,438157.156,438197.531,438197.531,438157.156,2
 09:42,438510.0,438510.0,437750.0,437500.969,13
 09:43,437679.0,437732.75,437646.906,437250.0,7
 09:44,437407.0,437774.031,437774.031,437250.0,7
 09:45,437649.656,438080.031,438080.031,437637.062,5
 09:46,438428.125,438825.0,438497.156,438107.25,7
 09:47,438885.625,439241.031,438610.125,438610.125,9
 09:48,438298.062,438298.062,438200.0,438200.0,2
 09:49,438494.0,438494.0,437918.125,437918.125,5
 09:50,438026.031,438026.031,437760.625,437492.25,5
 09:51,437760.625,437880.125,437880.125,437760.625,2
 09:52,438107.156,438107.156,437736.156,437736.156,5
 09:53,437659.0,437818.0,437190.531,437165.312,9
 09:54,437065.594,437564.0,437243.656,437065.594,9
 09:55,437270.156,437354.0,437150.938,437150.938,9
 09:56,437301.875,437796.062,437686.812,437245.531,9
 09:57,438276.906,438276.906,438164.844,438164.844,3
 09:58,437677.375,437931.906,437390.281,437390.281,7
 09:59,437383.844,437896.562,437645.812,437383.844,8
 10:00,438190.0,438250.0,437980.5,437980.5,4
 10:01,438003.406,438462.5,438462.5,438003.406,6
 10:02,438173.969,438714.031,438582.0,438173.969,6
 10:03,438525.5,438730.0,438565.0,438525.5,5
 10:04,438245.281,438487.625,438271.219,438245.281,5
 10:05,438050.0,438409.5,438349.531,438050.0,4
 10:06,438514.5,438744.031,438744.031,438319.969,6
 10:08,438012.219,438012.219,437944.219,437944.219,2
 10:09,437924.5,437924.5,437797.5,437459.0,5
 10:10,438048.406,438048.406,437500.0,437500.0,5
 10:11,437500.0,437658.781,437380.344,436995.969,6
 10:12,437450.0,437650.0,437454.719,437450.0,4
 10:13,437415.219,437415.219,437180.656,437180.656,8
 10:14,437198.281,437198.281,437165.938,437165.938,2
 10:15,437138.969,437138.969,436804.5,436804.5,4
 10:16,436789.406,436789.406,436585.438,436585.438,2
 10:17,436625.938,436909.906,436370.0,436370.0,5
 10:18,436881.875,436881.906,436742.5,436742.5,3
 10:19,436854.0,436975.0,436975.0,436600.0,5
 10:20,436472.0,436960.0,436960.0,436472.0,9
 10:21,436853.094,436853.094,436779.0,436779.0,3
 10:22,436314.0,436510.156,435900.0,435900.0,11
 10:23,436034.438,436253.031,436018.969,435659.0,8
 10:24,436261.094,436261.094,435530.969,435530.969,5
 10:25,435608.5,435827.094,435602.562,435383.469,8
 10:26,435587.5,435749.031,435710.125,435370.969,6
 10:27,435570.0,436022.031,436022.031,435570.0,4
 10:28,435476.375,435647.75,435476.375,435476.375,6
 10:29,435305.0,435384.0,435384.0,435249.5,6
 10:30,435551.0,435551.0,435497.75,435313.875,5
 10:31,435306.375,435497.75,435497.75,435306.375,2
 10:32,435115.0,435339.0,435328.875,435115.0,3
 10:33,435609.0,435609.0,435301.5,435301.5,7
 10:34,435391.5,435484.0,435432.0,435391.5,6
 10:35,435421.375,435623.031,435623.031,435379.0,3
 10:36,435699.0,435699.0,435443.0,435372.0,3
 10:37,435450.0,435450.0,435301.0,435301.0,2
 10:38,435504.0,435504.0,435459.0,435459.0,2
 10:39,435377.75,435377.75,435227.0,435128.0,5
 10:40,435339.0,435339.0,434930.0,434904.719,7
 10:41,435027.875,435027.875,435000.0,435000.0,2
 10:42,435000.0,435197.75,434927.75,434927.75,4
 10:43,434800.0,434901.438,434901.438,434800.0,2
 10:44,435024.469,435024.469,435024.469,435024.469,1
 10:45,435015.094,435357.25,435357.25,434978.906,4
 10:46,435456.25,435456.75,435054.188,435054.188,3
 10:47,435274.406,435274.406,434831.0,434831.0,3
 10:48,434948.438,434948.438,434641.188,434641.188,3
 10:49,434769.438,434769.438,434500.0,434500.0,5
 10:50,434649.406,434730.0,434400.219,434400.219,5
 10:51,434819.031,434819.031,434819.031,434819.031,1
 10:52,434819.031,434952.031,434952.031,434619.094,5
 10:53,434389.875,434888.406,434380.969,434380.969,3
 10:56,434289.469,434760.062,434501.969,434289.469,3
 10:57,434190.0,434645.156,434645.156,434190.0,4
 10:58,434417.594,434417.594,434401.25,434401.25,2
 10:59,434571.5,434599.75,434464.188,434353.938,5
 11:00,434584.031,434584.031,434388.5,434388.5,2
 11:02,434332.938,434332.938,434079.0,434079.0,2
 11:03,434354.406,434420.0,434237.5,434108.812,5
 11:04,434055.0,434619.438,434619.438,434055.0,7
 11:05,434586.438,434586.438,434582.0,434582.0,2
 11:06,434532.219,435020.0,435020.0,434532.219,7
 11:07,434816.438,435204.438,435204.438,434811.406,5
 11:08,435154.031,435274.031,435274.031,434969.25,5
 11:09,435032.5,435335.0,435335.0,435032.5,3
 11:10,435104.469,435379.031,435379.031,435104.469,4
 11:11,435384.438,435384.438,435142.25,435142.25,2
 11:12,435137.156,435454.031,435196.438,435137.156,4
 11:13,435382.438,435382.438,435222.469,435221.969,3
 11:14,434922.219,434922.219,434581.75,434581.75,3
 11:15,434812.469,434812.469,434550.656,434550.656,4
 11:16,434412.219,434412.219,434412.219,434412.219,2
 11:17,434628.281,434628.281,434500.0,434409.5,5
 11:18,434559.719,434580.0,434580.0,434559.719,5
 11:19,434625.0,434865.0,434865.0,434625.0,3
 11:20,435314.469,435314.469,435314.469,435314.469,1
 11:21,435057.219,435604.031,435460.219,435057.219,6
 11:22,435468.0,435468.0,435194.188,435194.188,3
 11:23,434956.969,435218.406,435218.406,434956.969,2
 11:24,434984.906,435083.531,434659.625,434393.812,7
 11:25,434702.156,434702.156,434577.219,434577.219,3
 11:26,434580.0,434595.0,434595.0,434580.0,3
 11:27,434566.25,434566.25,434565.75,434565.75,2
 11:28,434646.469,435154.031,435154.031,434333.906,3
 11:29,434799.0,434799.0,434799.0,434799.0,1
 11:30,434739.5,434739.5,434491.5,434260.0,5
 11:31,434783.969,434820.969,434820.969,434783.969,2
 11:32,434820.969,434820.969,434709.0,434554.5,5
 11:34,434436.969,434633.031,434633.031,434436.969,2
 11:35,434341.469,434341.469,434229.0,434229.0,3
 11:36,434229.0,434423.031,434190.969,434184.0,6
 11:37,434175.969,434175.969,434059.906,434059.906,2
 11:38,434206.469,434439.0,434258.969,434206.469,5
 11:39,434461.469,434461.469,434461.469,434461.469,1
 11:40,434904.0,434904.0,434644.5,434644.5,5
 11:41,434754.0,434754.0,434681.938,434681.938,3
 11:42,434738.969,434844.0,434821.406,434738.969,3
 11:43,434678.875,434678.875,434649.0,434327.25,4
 11:44,434303.781,434444.5,434385.75,434303.781,3
 11:45,434619.0,434619.0,434183.906,434183.906,2
 11:46,434258.531,434258.531,434258.531,434258.531,1
 11:47,434614.031,434819.062,434818.094,434458.969,5
 11:48,434672.0,434844.0,434844.0,434672.0,2
 11:49,434637.0,434974.031,434974.031,434618.906,5
 11:50,434760.938,434760.938,434760.938,434760.938,1
 11:51,434841.75,435200.0,435200.0,434841.75,2
 11:52,435200.0,435200.0,435029.375,435028.875,3
 11:53,434862.719,435519.0,435281.469,434862.719,6
 11:54,435110.969,435110.969,435110.969,435110.969,1
 11:55,435039.188,435234.0,435234.0,435039.188,7
 11:56,434838.469,435054.0,434919.469,434823.469,6
 11:57,434748.969,434748.969,434748.969,434748.969,1
 11:58,434783.875,434784.375,434784.375,434783.875,2
 11:59,434762.0,434789.812,434789.812,434762.0,5
 12:00,434654.906,434654.906,434654.906,434654.906,1
 12:01,434520.875,434656.75,434656.75,434520.875,3
 12:02,434500.0,434573.0,434573.0,434397.969,3
 12:03,434433.875,434475.188,434475.188,434300.0,5
 12:04,434502.5,434780.0,434780.0,434303.938,5
 12:05,434496.75,434496.75,434495.281,434495.281,3
 12:06,434487.0,434824.031,434562.5,434487.0,5
 12:07,434559.156,434559.156,434518.719,434308.75,3
 12:08,434554.719,434554.719,434554.719,434554.719,1
 12:09,434533.719,434732.562,434732.562,434533.719,3
 12:10,434524.25,434524.25,434355.969,434355.969,2
 12:11,434531.938,434531.938,434496.75,434372.812,3
 12:13,434819.0,434819.0,434580.5,434580.5,3
 12:14,434639.969,434639.969,434639.969,434639.969,1
 12:15,434509.719,434509.719,434405.0,434405.0,4
 12:16,434489.719,434548.0,434548.0,434300.0,3
 12:17,434768.156,434768.156,434768.156,434768.156,2
 12:18,434401.969,434401.969,434401.969,434401.969,1
 12:19,434799.156,434934.406,434688.344,434479.188,7
 12:20,434689.25,434812.531,434532.5,434532.5,6
 12:21,434812.0,434812.0,434811.438,434811.438,4
 12:22,435005.0,435065.5,435050.156,434767.0,7
 12:23,434873.062,434873.062,434680.781,434680.781,2
 12:24,434830.688,434830.688,434830.688,434830.688,1
 12:25,434790.844,434986.406,434771.219,434771.219,4
 12:26,435184.031,435184.031,435184.031,435184.031,1
 12:27,434997.469,435221.0,435221.0,434996.969,4
 12:28,435055.656,435055.656,435055.656,434890.312,3
 12:29,435221.0,435342.969,435342.969,435221.0,2
 12:30,435549.125,435549.125,435549.125,435549.125,1
 12:31,435090.0,435090.0,435090.0,435090.0,1
 12:32,435000.0,435000.0,434832.0,434832.0,4
 12:33,434832.0,434832.0,434832.0,434832.0,1
 12:34,434716.75,434959.0,434716.656,434716.656,3
 12:35,434699.719,434747.031,434747.031,434699.719,2
 12:36,434639.5,434779.031,434639.5,434639.5,3
 12:38,434640.0,434832.781,434832.281,434603.906,7
 12:39,434832.281,435011.031,434693.906,434649.0,5
