Time,Open,High,Close,Low,Volume
 09:30,627.5,627.5,627.5,627.5,46704
 09:31,630.694,631.8,629.86,629.86,16181
 09:32,630.99,631.76,631.15,630.25,3994
 09:33,630.72,631.07,629.69,628.45,15755
 09:34,629.69,630.01,629.44,627.78,7966
 09:35,629.37,629.663,629.663,627.92,9362
 09:36,629.655,629.95,629.4,628.49,6740
 09:37,629.3,629.3,628.695,628.44,9932
 09:38,628.47,629.69,629.52,628.0,8945
 09:39,629.495,630.52,629.894,629.02,25928
 09:40,630.26,630.31,628.75,628.33,18168
 09:41,628.31,628.9,628.4,628.11,5280
 09:42,628.295,629.825,629.825,628.21,4952
 09:43,629.54,631.27,630.535,629.29,18876
 09:44,630.46,630.685,630.5,630.152,5728
 09:45,630.32,630.32,630.13,629.43,9434
 09:46,630.12,631.24,630.62,629.86,10472
 09:47,630.843,631.85,631.49,630.54,19738
 09:48,631.86,632.36,631.79,631.56,8335
 09:49,631.63,631.76,630.7,630.7,11909
 09:50,630.68,631.42,630.72,630.61,11563
 09:51,630.79,631.43,630.82,630.76,3112
 09:52,630.76,631.39,631.13,630.69,4055
 09:53,631.0,632.91,632.48,630.985,9272
 09:54,632.31,634.215,634.03,632.3,9741
 09:55,633.99,634.31,633.83,633.49,10033
 09:56,633.99,634.05,633.85,633.35,7153
 09:57,633.915,634.586,632.97,632.69,13636
 09:58,633.01,634.1,634.1,632.98,2407
 09:59,634.135,634.679,634.46,633.66,8066
 10:00,634.0,634.73,634.46,633.66,5939
 10:01,634.61,634.79,634.0,633.79,7051
 10:02,633.64,633.825,633.75,632.88,8102
 10:03,633.5,633.5,632.67,632.2,4133
 10:04,632.63,632.93,632.405,632.14,3548
 10:05,632.7,632.93,632.93,632.09,6994
 10:06,633.1,633.73,633.52,632.85,5083
 10:07,633.53,633.78,633.635,633.37,2475
 10:08,633.495,633.695,632.49,632.49,8250
 10:09,632.49,633.82,633.82,632.49,2736
 10:10,633.98,634.657,634.335,633.98,8739
 10:11,634.55,634.86,634.415,634.21,5261
 10:12,634.45,634.84,634.573,634.15,3240
 10:13,634.72,634.93,634.55,634.5,5064
 10:14,634.57,635.49,635.38,634.3,8172
 10:15,635.61,635.79,635.79,635.2,3270
 10:16,636.0,637.12,636.805,635.95,7279
 10:17,636.685,637.75,637.72,636.685,4725
 10:18,637.375,638.25,638.2,637.375,3531
 10:19,638.19,638.75,638.7,637.79,14667
 10:20,638.74,639.5,639.5,638.5,26104
 10:21,639.67,639.67,638.92,638.86,10580
 10:22,639.015,639.94,639.43,638.78,23181
 10:23,639.81,639.895,639.723,639.31,8580
 10:24,639.91,639.91,639.323,639.23,23502
 10:25,639.276,641.37,641.2,639.22,24857
 10:26,641.15,642.64,642.577,640.91,20042
 10:27,642.64,643.47,642.78,642.06,30027
 10:28,642.71,643.31,642.17,641.942,13727
 10:29,642.125,642.125,641.29,641.094,6984
 10:30,641.22,641.47,640.383,640.31,11921
 10:31,640.43,640.815,640.815,639.49,10416
 10:32,640.79,641.19,641.19,640.21,13453
 10:33,640.67,641.38,641.38,640.276,10149
 10:34,640.97,642.01,641.79,640.93,9703
 10:35,641.8,641.8,641.47,640.79,14739
 10:36,641.26,641.555,641.555,641.06,3694
 10:37,641.464,642.18,641.85,641.09,12042
 10:38,641.94,643.74,643.38,641.775,9345
 10:39,643.296,644.0,643.46,643.24,12827
 10:40,643.64,643.85,643.535,642.775,11511
 10:41,643.18,643.62,643.62,642.82,6237
 10:42,643.45,644.34,644.26,643.18,17651
 10:43,644.34,644.53,643.88,643.047,15972
 10:44,644.41,644.94,644.94,644.08,10506
 10:45,644.73,644.95,644.08,643.84,12214
 10:46,644.07,644.75,644.43,643.8,12627
 10:47,644.15,644.84,644.33,643.91,9562
 10:48,644.35,645.545,645.16,644.35,22685
 10:49,645.09,645.77,643.45,643.45,20684
 10:50,644.03,644.69,643.32,643.1,14978
 10:51,643.31,643.9,642.53,642.53,22357
 10:52,642.285,642.52,641.37,641.35,9526
 10:53,641.11,641.11,640.635,640.3,9558
 10:54,640.44,641.09,640.84,640.425,10686
 10:55,640.67,641.81,640.965,640.67,12754
 10:56,641.063,641.175,641.175,640.86,5066
 10:57,641.05,641.05,639.612,639.6,7096
 10:58,639.735,639.735,639.25,638.75,6703
 10:59,639.0,639.39,639.0,638.8,2725
 11:00,639.175,639.21,639.08,638.78,6967
 11:01,638.99,639.13,639.13,638.39,5712
 11:02,638.86,639.13,638.775,638.58,4382
 11:03,638.58,639.13,638.62,638.39,7490
 11:04,638.602,639.195,638.43,638.43,10964
 11:05,638.56,638.61,638.29,638.12,4694
 11:06,638.355,639.06,638.85,638.05,6780
 11:07,638.895,639.35,638.825,638.58,13092
 11:08,638.63,638.67,638.43,637.985,6211
 11:09,638.72,639.07,638.54,638.4,4366
 11:10,638.33,639.205,638.38,638.32,5180
 11:11,638.17,639.2,638.93,638.15,46480
 11:12,638.75,639.745,639.46,638.675,9133
 11:13,639.57,639.785,639.19,639.18,10846
 11:14,639.23,639.89,639.515,639.18,3763
 11:15,639.6,639.79,638.755,638.755,21626
 11:16,638.82,639.22,639.22,638.63,4197
 11:17,639.0,639.1,638.445,638.445,5493
 11:18,638.39,639.2,639.2,638.39,2284
 11:19,639.44,639.766,639.766,638.89,4777
 11:20,639.83,640.37,639.705,639.66,7050
 11:21,639.47,639.63,638.6,638.32,8395
 11:22,638.71,639.463,639.23,638.61,4737
 11:23,639.42,639.449,639.18,639.18,1031
 11:24,639.65,639.827,639.827,639.65,1557
 11:25,639.81,639.9,639.66,639.37,4346
 11:26,639.66,639.66,638.96,638.96,4821
 11:27,639.0,639.0,638.07,638.07,3462
 11:28,638.33,638.44,637.99,637.99,3596
 11:29,637.77,638.06,638.06,637.54,2361
 11:30,637.87,638.25,637.88,637.791,3875
