Time,Open,High,Close,Low,Volume
 09:30,319.93,320.12,320.11,319.9,856585
 09:31,321.01,321.3,319.98,319.92,186986
 09:32,319.91,321.77,321.19,319.91,94122
 09:33,321.21,321.34,321.255,320.17,131570
 09:34,321.26,322.0,321.72,320.64,99992
 09:35,321.675,322.8,322.587,321.28,122391
 09:36,322.61,322.73,322.0,321.761,97175
 09:37,322.005,322.2,321.58,321.5,89372
 09:38,321.51,322.3,322.29,321.38,89017
 09:39,322.295,322.8,322.72,322.17,79731
 09:40,322.74,322.75,320.644,320.491,155711
 09:41,320.64,321.31,321.04,320.4,88447
 09:42,321.05,321.81,321.672,320.86,98534
 09:43,321.67,322.5,322.34,321.2,88580
 09:44,322.27,322.74,322.609,321.89,87388
 09:45,322.556,322.62,322.16,321.781,71157
 09:46,322.11,322.58,321.72,321.72,55656
 09:47,321.69,321.7,321.585,321.18,86070
 09:48,321.55,321.77,320.95,320.86,85200
 09:49,320.91,321.37,320.75,320.63,73000
 09:50,320.66,321.305,321.07,320.6,66061
 09:51,321.045,321.61,320.7,320.7,64988
 09:52,320.76,321.36,321.1,320.71,60757
 09:53,321.17,321.76,321.33,321.12,68505
 09:54,321.275,321.91,321.91,321.05,77020
 09:55,321.84,322.35,322.16,321.46,97165
 09:56,322.09,322.09,322.02,321.73,62798
 09:57,322.035,322.3,321.34,321.32,89126
 09:58,321.42,321.752,321.28,321.21,55682
 09:59,321.335,321.59,321.38,321.23,61377
 10:00,321.29,321.515,321.34,320.895,77676
 10:01,321.34,321.46,321.05,320.87,74749
 10:02,320.95,321.24,321.03,320.74,58048
 10:03,321.03,321.04,320.38,320.1,113043
 10:04,320.38,320.68,320.15,320.13,65345
 10:05,320.2,320.34,320.255,319.85,136099
 10:06,320.23,320.579,320.36,320.116,62540
 10:07,320.34,320.34,320.035,319.84,68978
 10:08,320.035,320.035,319.31,319.25,80105
 10:09,319.325,319.71,319.54,319.3,56212
 10:10,319.54,319.67,319.355,319.26,52493
 10:11,319.37,319.581,319.32,319.18,65306
 10:12,319.26,319.46,319.0,318.9,84746
 10:13,318.99,319.187,318.845,318.8,61119
 10:14,318.82,319.05,318.96,318.65,58027
 10:15,318.96,319.09,319.07,318.69,54200
 10:16,319.12,319.63,319.59,319.005,81095
 10:17,319.53,319.64,319.482,319.4,52014
 10:18,319.415,320.16,319.97,319.415,88827
 10:19,319.995,320.0,319.67,319.61,64369
 10:20,319.68,320.15,319.61,319.25,89527
 10:21,319.521,319.68,319.68,319.37,46016
 10:22,319.7,319.7,319.06,318.78,90857
 10:23,319.06,319.52,319.47,319.025,58837
 10:24,319.47,319.51,319.17,319.03,44905
 10:25,319.18,319.45,319.36,319.0,44339
 10:26,319.33,319.64,319.57,319.12,38024
 10:27,319.57,319.99,319.7,319.51,44426
 10:28,319.71,319.87,319.52,319.47,49337
 10:29,319.48,319.6,319.28,319.25,55579
 10:30,319.22,319.22,319.06,318.88,54781
 10:31,319.055,319.36,319.35,318.83,48611
 10:32,319.282,319.32,319.02,318.99,37889
 10:33,318.96,319.65,319.63,318.96,45800
 10:34,319.63,319.93,319.91,319.6,42907
 10:35,319.86,320.35,320.27,319.78,66289
 10:36,320.27,320.604,320.54,320.26,63783
 10:37,320.51,320.78,320.48,320.37,61356
 10:38,320.42,321.355,321.12,320.41,127091
 10:39,321.09,321.36,321.06,321.02,73035
 10:40,321.07,321.12,320.791,320.67,42859
 10:41,320.74,321.0,320.74,320.68,41639
 10:42,320.77,320.91,320.87,320.58,41896
 10:43,320.89,321.1,320.92,320.74,61197
 10:44,320.91,321.32,321.32,320.89,71989
 10:45,321.28,321.39,320.66,320.6,57754
 10:46,320.63,320.7,320.51,320.3,47516
 10:47,320.5,320.74,320.68,320.43,45025
 10:48,320.68,320.86,320.53,320.51,293624
 10:49,320.48,320.57,320.4,320.4,31456
 10:50,320.47,320.62,320.45,320.426,38051
 10:51,320.44,320.54,320.43,320.38,31349
 10:52,320.43,320.44,320.254,320.21,42783
 10:53,320.27,320.35,320.03,320.0,56197
 10:54,320.02,320.13,320.07,319.86,52273
 10:55,320.04,320.38,320.34,320.03,50009
 10:56,320.28,320.35,320.07,320.055,39917
 10:57,320.04,320.05,319.69,319.66,42243
 10:58,319.69,319.7,319.18,319.135,93079
