Time,Open,High,Close,Low,Volume
 09:30,747.6,748.67,747.772,747.04,57537
 09:31,749.92,750.14,748.345,747.83,13141
 09:32,747.92,748.736,748.1,747.87,3307
 09:33,748.06,748.06,747.36,746.08,8659
 09:34,747.68,748.4,748.273,747.24,3490
 09:35,747.68,748.62,748.62,746.97,4359
 09:36,749.0,749.1,748.44,748.35,2191
 09:37,749.12,749.43,749.36,749.0,3156
 09:38,748.88,750.439,750.439,748.88,3853
 09:39,750.525,751.0,751.0,750.415,1892
 09:40,751.391,751.391,749.28,749.28,4602
 09:41,750.17,750.17,749.58,749.58,1251
 09:42,749.215,751.11,751.11,749.215,2784
 09:43,750.574,753.98,753.725,750.574,3646
 09:44,753.71,754.56,754.56,753.24,2515
 09:45,754.09,754.16,753.825,753.76,3480
 09:46,753.42,753.42,753.12,753.12,1259
 09:47,752.47,753.84,753.84,752.23,4662
 09:48,754.16,754.21,753.2,753.2,2027
 09:49,753.31,753.68,752.41,752.41,5490
 09:50,752.8,753.12,752.64,752.64,2194
 09:51,753.12,753.12,752.01,752.01,1907
 09:52,752.08,752.44,752.32,752.08,1547
 09:53,752.04,753.528,753.528,752.04,2391
 09:54,752.97,753.6,753.6,752.97,4790
 09:55,753.57,755.03,755.03,753.277,4043
 09:56,755.39,755.653,755.63,755.31,1396
 09:57,755.92,756.715,756.0,755.28,4530
 09:58,755.406,756.22,755.78,755.406,2788
 09:59,755.23,756.08,754.89,754.615,4316
 10:00,755.43,755.84,755.84,755.43,1835
 10:01,755.96,756.25,755.725,755.725,1453
 10:02,755.04,755.35,755.2,754.88,1310
 10:03,754.97,754.97,753.55,753.55,1668
 10:04,754.0,754.32,754.32,753.97,1614
 10:05,754.0,754.0,753.78,753.41,2036
 10:06,753.99,754.59,754.17,753.99,2745
 10:07,753.84,753.84,753.732,753.47,825
 10:08,753.2,753.2,752.16,752.16,2762
 10:09,752.64,752.64,752.64,752.17,842
 10:10,752.18,752.48,751.84,751.84,5798
 10:11,751.99,752.56,752.56,751.99,1737
 10:12,751.84,751.84,751.84,751.84,1233
 10:13,751.035,751.035,750.93,750.93,496
 10:14,750.31,750.68,750.55,750.02,2845
 10:15,750.75,750.88,750.88,750.74,1247
 10:16,751.49,753.2,753.2,751.235,1607
 10:17,752.94,753.67,753.525,752.94,882
 10:18,754.32,754.722,754.475,754.18,2045
 10:19,754.32,754.32,753.84,753.76,2860
 10:20,752.88,753.54,753.54,752.72,1671
 10:21,753.24,753.35,753.35,753.2,524
 10:22,753.01,753.44,752.53,752.53,1769
 10:23,753.19,753.25,753.25,753.04,1003
 10:24,753.13,753.13,753.13,753.13,530
 10:25,752.01,752.42,752.27,752.01,875
 10:26,751.97,752.28,752.25,751.97,1051
 10:27,752.515,753.44,753.16,752.515,1617
 10:28,752.9,753.01,752.64,752.56,2327
 10:29,752.605,752.78,752.78,752.35,2601
 10:30,752.17,752.26,751.6,751.6,1756
 10:31,751.24,751.28,751.2,750.41,3874
 10:32,751.645,751.645,751.32,751.32,898
 10:33,751.36,751.96,751.96,751.109,1170
